brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,mileage_per_year,is_luxury,has_accident,clean_title_binary
Mercedes-Benz,GLC 300 GLC 300,2022,11875.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,41598.0,4,2375.0,1,0,0
Tesla,Model S P100D,2018,47000.0,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,49900.0,8,5222.222222222223,0,0,1
INFINITI,Q50 3.0t Signature Edition,2017,67000.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000.0,9,6700.0,0,0,1
BMW,340 i,2016,117660.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,19500.0,10,10696.363636363636,1,1,1
Pontiac,Firebird Trans Am,2001,71448.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,10500.0,25,2748.0,0,0,1
Nissan,NV Passenger NV3500 HD SV V8,2015,86000.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,29500.0,11,7166.666666666667,0,0,1
Lexus,ES 350 Base,2020,15324.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,Unknown,33364.0,6,2189.1428571428573,1,1,0
BMW,135 is,2013,29400.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,29000.0,13,2100.0,1,0,1
Lexus,IS 300 Base,2017,68871.0,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,28450.0,9,6887.1,1,0,1
Porsche,Cayenne S,2012,126000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999.0,14,8400.0,1,0,1
Pontiac,Solstice GXP,2007,25718.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,17900.0,19,1285.9,0,0,1
Porsche,Panamera Turbo,2015,67210.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,51950.0,11,5600.833333333333,1,1,1
BMW,X6 xDrive35i,2018,27214.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,40950.0,8,3023.777777777778,1,1,1
Ford,F-150 Limited,2019,42728.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950.0,7,5341.0,0,0,1
MINI,Cooper S Base,2010,97395.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,6699.0,16,5729.117647058823,0,0,1
Mazda,Mazda3 i SV,2015,91700.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12000.0,11,7641.666666666667,0,0,1
Mitsubishi,Lancer Evolution MR,2011,94500.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000.0,15,5906.25,0,0,1
Chevrolet,Tahoe LTZ,2014,196300.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,10995.0,12,15100.0,0,0,1
Cadillac,CTS 3.6L Luxury,2015,54259.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,19425.0,11,4521.583333333333,0,0,1
Acura,RDX w/Advance Package,2021,36267.0,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,Unknown,39798.0,5,6044.5,0,0,0
Land,Rover Range Rover Sport Supercharged HSE,2015,175000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19500.0,11,14583.333333333334,1,0,1
Chevrolet,Suburban 1500 LTZ,2015,159000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26900.0,11,13250.0,0,1,1
Chevrolet,Camaro 2SS,2016,74000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,32000.0,10,6727.272727272727,0,0,1
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963.0,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,20995.0,15,5185.1875,0,0,1
Cadillac,XT5 Luxury,2019,54323.0,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,Unknown,27998.0,7,6790.375,0,0,0
Nissan,Armada SL,2019,59980.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29000.0,7,7497.5,0,0,1
Audi,Q5 S line Premium,2022,10120.0,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,Unknown,39998.0,4,2024.0,1,0,0
BMW,X6 M Base,2017,25000.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,65000.0,9,2500.0,1,1,1
BMW,740 i,2012,126000.0,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700.0,14,8400.0,1,1,1
Toyota,Sequoia TRD Pro,2020,37428.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,61599.0,6,5346.857142857143,0,0,1
Volkswagen,Jetta GLI,2014,99499.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000.0,12,7653.7692307692305,0,1,1
Honda,Crosstour EX-L,2012,90742.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,12980.0,14,6049.466666666666,0,0,1
Land,Rover Range Rover Sport Supercharged,2014,125000.0,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22500.0,12,9615.384615384615,1,1,1
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000.0,8,7963.222222222223,0,0,1
Cadillac,XT5 Luxury,2019,44692.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,Unknown,32368.0,7,5586.5,0,0,0
Jaguar,F-TYPE R,2018,16002.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,74900.0,8,1778.0,1,0,1
Toyota,FJ Cruiser Base,2014,86000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,41500.0,12,6615.384615384615,0,0,1
Toyota,Tundra SR5,2019,56000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,42000.0,7,7000.0,0,0,1
Nissan,300ZX Base,1993,168000.0,–,–,5-Speed M/T,White,Black,None reported,Yes,7000.0,33,4941.176470588235,0,0,1
RAM,1500 Sport,2017,41789.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,42500.0,9,4178.9,0,1,1
Ford,Focus SE,2014,60109.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,9499.0,12,4623.7692307692305,0,0,1
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,49995.0,6,6857.142857142857,1,0,1
Acura,TL Type S,2008,122000.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,11500.0,18,6421.0526315789475,0,0,1
Land,Rover Range Rover HSE,2012,102800.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16000.0,14,6853.333333333333,1,0,1
MINI,Convertible Cooper,2022,15544.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,Unknown,Unknown,28000.0,4,3108.8,0,1,0
Mazda,CX-9 Signature,2019,69771.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,27500.0,7,8721.375,0,0,1
Acura,TLX Tech,2023,2118.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,Unknown,41998.0,3,529.5,0,0,0
Ford,F-150 Raptor,2021,28260.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,Yes,72950.0,5,4710.0,0,0,1
Honda,Civic Si Base,2020,6025.0,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,27500.0,6,860.7142857142857,0,0,1
Hyundai,Elantra SE,2018,32697.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900.0,8,3633.0,0,1,1
Ford,Excursion Limited,2001,239000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,8000.0,25,9192.307692307691,0,0,1
Jaguar,F-TYPE S British Design Edition,2017,34150.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45999.0,9,3415.0,1,0,1
Honda,Ridgeline RTL-E,2022,9642.0,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,Unknown,38999.0,4,1928.4,0,0,0
Pontiac,G6 GTP,2006,100545.0,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,5995.0,20,4787.857142857143,0,0,1
Mercedes-Benz,C-Class C300 4MATIC,2021,11111.0,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,Unknown,38998.0,5,1851.8333333333333,1,0,0
Toyota,FJ Cruiser Base,2007,162000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,23977.0,19,8100.0,0,0,1
Buick,Enclave Premium,2020,87555.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,31650.0,6,12507.857142857143,0,1,1
Chevrolet,Tahoe LTZ,2015,102200.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,25000.0,11,8516.666666666666,0,0,1
Bentley,Continental GTC V8,2013,18950.0,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,77999.0,13,1353.5714285714287,0,0,1
Mercedes-Benz,SLK-Class SLK 350,2015,16000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,30500.0,11,1333.3333333333333,1,1,1
Cadillac,Escalade Premium Luxury,2022,19250.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86999.0,4,3850.0,0,0,1
BMW,535 i xDrive,2015,65000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24995.0,11,5416.666666666667,1,0,1
MINI,Cooper S Base,2007,110022.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,6250.0,19,5501.1,0,0,1
Bentley,Continental GT Base,2012,79089.0,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,46999.0,14,5272.6,0,0,1
Lexus,GX 460 Premium,2023,2533.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,64900.0,3,633.25,1,0,1
Audi,Q7 3.0T Premium Plus,2014,96273.0,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15495.0,12,7405.615384615385,1,1,1
Cadillac,CT6 Luxury,2020,22187.0,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,45480.0,6,3169.5714285714284,0,1,1
GMC,Sierra 1500 SL Crew Cab,2009,137000.0,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,20000.0,17,7611.111111111111,0,0,1
Nissan,GT-R Premium,2009,60747.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,71999.0,17,3374.8333333333335,0,1,1
Dodge,Ram 1500 ST,2007,36500.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,16000.0,19,1825.0,0,0,1
Ford,Bronco Outer Banks,2021,19590.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,54999.0,5,3265.0,0,0,1
Nissan,GT-R Black Edition,2015,16850.0,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,95000.0,11,1404.1666666666667,0,0,1
Cadillac,Escalade ESV Sport,2021,4500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,Unknown,Unknown,105000.0,5,750.0,0,1,0
Chevrolet,Cruze LT,2012,194000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,4900.0,14,12933.333333333334,0,1,1
Lexus,GX 460 Base,2020,48210.0,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,47449.0,6,6887.142857142857,1,1,1
BMW,750 i,2018,81500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,41250.0,8,9055.555555555555,1,0,1
Ford,F-150 XLT,2021,77107.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,Unknown,Unknown,39995.0,5,12851.166666666666,0,1,0
BMW,535 i xDrive,2015,58664.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,20950.0,11,4888.666666666667,1,1,1
Mitsubishi,Montero Limited,2004,145000.0,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,8950.0,22,6304.347826086957,0,0,1
Lexus,LS 500 F Sport,2018,15055.0,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,59000.0,8,1672.7777777777778,1,0,1
Tesla,Model S 85D,2015,67647.0,Gasoline,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,28000.0,11,5637.25,0,0,1
Lexus,LC 500 Base,2021,915.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,159000.0,5,152.5,1,0,1
Mazda,MX-5 Miata Shinsen,2003,46873.0,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,11500.0,23,1953.0416666666667,0,0,1
Cadillac,Escalade ESV Premium Luxury,2021,53169.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,81500.0,5,8861.5,0,0,1
Lexus,GX 460 Premium,2022,35700.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,51900.0,4,7140.0,1,1,1
Nissan,Pathfinder Platinum,2014,112600.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,13000.0,12,8661.538461538461,0,1,1
GMC,Yukon SLE,2015,112552.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,24440.0,11,9379.333333333334,0,1,1
BMW,M3 Base,2003,127273.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,15000.0,23,5303.041666666667,1,0,1
Lexus,IS 250 Base,2007,189887.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3995.0,19,9494.35,1,1,1
BMW,640 i,2012,76465.0,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,22500.0,14,5097.666666666667,1,1,1
Mitsubishi,Eclipse Spyder GT,2007,136400.0,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,6750.0,19,6820.0,0,1,1
Ford,Thunderbird Deluxe,2004,79635.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13500.0,22,3462.391304347826,0,0,1
Tesla,Model Y Long Range,2022,4665.0,Gasoline,Dual Motor - Standard,Automatic,Silver,Black,None reported,Unknown,46598.0,4,933.0,0,0,0
Buick,Enclave 1XL,2011,170000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,4000.0,15,10625.0,0,1,1
Ford,F-150 XLT,2018,67650.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,30000.0,8,7516.666666666667,0,0,1
Lexus,ES 350 Base,2016,119850.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19000.0,10,10895.454545454546,1,0,1
Acura,TL Type S,2008,116500.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,15999.0,18,6131.578947368421,0,0,1
Mercury,Capri XR2,1993,120644.0,–,–,5-Speed M/T,Green,Gray,None reported,Yes,4200.0,33,3548.3529411764707,0,0,1
Ford,Transit Connect XLT,2010,169802.0,Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,None reported,Yes,9985.0,16,9988.35294117647,0,0,1
BMW,X3 M40i,2021,36905.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,50000.0,5,6150.833333333333,1,0,1
Jeep,Gladiator Willys,2022,8400.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47000.0,4,1680.0,0,1,1
Hummer,H2 Base,2003,149961.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,12500.0,23,6248.375,0,1,1
Mercedes-Benz,C-Class C 63 AMG,2014,84500.0,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41500.0,12,6500.0,1,0,1
Lamborghini,Aventador LP700-4,2016,3254.0,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,None reported,Unknown,399900.0,10,295.8181818181818,0,0,0
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,65000.0,10,8727.272727272728,1,0,1
Nissan,GT-R Premium,2009,88000.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,57000.0,17,4888.888888888889,0,1,1
Audi,R8 4.2 quattro Spyder,2011,35322.0,Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,Unknown,94900.0,15,2207.625,1,0,0
Acura,TLX A-Spec,2020,32500.0,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000.0,6,4642.857142857143,0,0,1
Audi,A6 3.0T Premium Plus,2016,71280.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,22000.0,10,6480.0,1,0,1
Porsche,Panamera 2,2011,37200.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,27500.0,15,2325.0,1,0,1
Saturn,Sky Red Line,2008,94291.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,14500.0,18,4962.684210526316,0,0,1
Maserati,Coupe Cambiocorsa,2006,54082.0,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,17000.0,20,2575.3333333333335,0,0,1
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800.0,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,66000.0,4,1560.0,0,0,1
Jeep,Wrangler Sport,2016,86250.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,22000.0,10,7840.909090909091,0,0,1
BMW,X5 xDrive50i,2016,75479.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27899.0,10,6861.727272727273,1,0,1
BMW,750 i,2017,24650.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,50000.0,9,2465.0,1,0,1
Volkswagen,Golf R 4-Door,2013,102750.0,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,20000.0,13,7339.285714285715,0,0,1
Alfa,Romeo Stelvio Base,2018,50000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,27500.0,8,5555.555555555556,0,0,1
BMW,X5 xDrive35i,2017,72700.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,27499.0,9,7270.0,1,0,1
BMW,X6 M Base,2018,54293.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,49000.0,8,6032.555555555556,1,1,1
Lexus,IS 300 Base,2018,16000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,30500.0,8,1777.7777777777778,1,1,1
Lamborghini,Gallardo SE,2006,19500.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,Yes,129000.0,20,928.5714285714286,0,0,1
BMW,428 i,2014,71000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,16700.0,12,5461.538461538462,1,1,1
BMW,X5 xDrive40i,2019,60000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,36500.0,7,7500.0,1,0,1
Porsche,Boxster Base,1998,75539.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,11995.0,28,2604.793103448276,1,0,1
Alfa,Romeo Giulia Base,2017,36000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,21000.0,9,3600.0,0,0,1
Mercedes-Benz,C-Class C 300,2019,76422.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,28998.0,7,9552.75,1,0,0
Nissan,370Z NISMO Tech,2016,42600.0,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,31950.0,10,3872.7272727272725,0,1,1
Rivian,R1S Adventure Package,2023,211.0,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,99000.0,3,52.75,0,0,1
Chevrolet,Suburban LT,2017,98888.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000.0,9,9888.8,0,1,1
Ford,Fusion Hybrid SE,2019,64532.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,19395.0,7,8066.5,0,1,1
BMW,X3 xDrive35i,2011,75500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12975.0,15,4718.75,1,0,1
Buick,Envision Preferred,2019,32000.0,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,27000.0,7,4000.0,0,0,1
Buick,Envision Essence,2019,47839.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,24991.0,7,5979.875,0,0,1
